systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
YouTube_listVideos;188;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.95;978;477;1455;10000;GPT-4o-mini
YouTube_listVideos;189;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.9;1018;557;1575;10000;GPT-4o-mini
YouTube_listVideos;190;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.9;1016;573;1589;10000;GPT-4o-mini
YouTube_listVideos;191;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;1018;603;1621;10000;GPT-4o-mini
YouTube_listVideos;192;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;982;552;1534;10000;GPT-4o-mini
YouTube_listVideos;193;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;1019;566;1585;100;GPT-4o-mini
YouTube_listVideos;194;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;1023;444;1467;50;GPT-4o-mini
YouTube_listVideos;195;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;1023;527;1550;100;GPT-4o-mini
YouTube_listVideos;196;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;926;470;1396;100;GPT-4o-mini
YouTube_listVideos;197;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;819;476;1295;50;GPT-4o-mini
YouTube_listVideos;198;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;821;420;1241;50;GPT-4o-mini
YouTube_listVideos;199;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.75;823;436;1259;50;GPT-4o-mini
YouTube_listVideos;200;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;906;391;1297;100;GPT-4o-mini
YouTube_listVideos;201;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;910;387;1297;100;GPT-4o-mini
YouTube_listVideos;202;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.9;836;397;1233;10000;GPT-4o-mini
YouTube_listVideos;203;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;869;520;1389;100;GPT-4o-mini
YouTube_listVideos;204;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;904;409;1313;100;GPT-4o-mini
YouTube_listVideos;205;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;798;481;1279;100;GPT-4o-mini
YouTube_listVideos;206;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;YouTube_listVideos-daikon.inv.unary.scalar.NonZero;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;752;328;1080;10000;GPT-4o-mini
YouTube_listVideos;207;daikon.inv.unary.sequence.EltNonZero;Array properties;YouTube_listVideos-daikon.inv.unary.sequence.EltNonZero;YouTube_listVideos-Array properties;TP;TP;TP;0.95;762;335;1097;10000;GPT-4o-mini
YouTube_listVideos;208;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;0.95;681;270;951;10000;GPT-4o-mini
YouTube_listVideos;209;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;YouTube_listVideos-daikon.inv.unary.scalar.NonZero;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;616;284;900;10000;GPT-4o-mini
YouTube_listVideos;210;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;FP;TP;FP;0.95;714;353;1067;100;GPT-4o-mini
YouTube_listVideos;211;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;FP;FP;TN;0.7;707;409;1116;100;GPT-4o-mini
YouTube_listVideos;212;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.85;625;385;1010;10000;GPT-4o-mini
YouTube_listVideos;213;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;FP;FP;TN;0.85;819;468;1287;100;GPT-4o-mini
YouTube_listVideos;214;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;662;462;1124;10000;GPT-4o-mini
YouTube_listVideos;215;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.85;787;427;1214;10000;GPT-4o-mini
YouTube_listVideos;216;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;776;479;1255;100;GPT-4o-mini
YouTube_listVideos;217;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.9;1153;446;1599;10000;GPT-4o-mini
YouTube_listVideos;218;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.95;829;449;1278;1000;GPT-4o-mini
YouTube_listVideos;219;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;1232;295;1527;10000;GPT-4o-mini
YouTube_listVideos;220;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.7;799;414;1213;10000;GPT-4o-mini
YouTube_listVideos;221;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.75;788;441;1229;100;GPT-4o-mini
YouTube_listVideos;222;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.85;1127;572;1699;10000;GPT-4o-mini
YouTube_listVideos;223;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.8;886;545;1431;50;GPT-4o-mini
YouTube_listVideos;224;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;1126;413;1539;10000;GPT-4o-mini
YouTube_listVideos;225;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.75;857;508;1365;50;GPT-4o-mini
YouTube_listVideos;226;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;1111;362;1473;10000;GPT-4o-mini
YouTube_listVideos;227;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;942;483;1425;50;GPT-4o-mini
YouTube_listVideos;228;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;717;244;961;10000;GPT-4o-mini
YouTube_listVideos;229;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;FP;FN;0.9;712;402;1114;10000;GPT-4o-mini
YouTube_listVideos;230;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;FP;FP;TN;0.95;700;308;1008;100;GPT-4o-mini
YouTube_listVideos;231;daikon.inv.unary.stringsequence.SequenceFixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.stringsequence.SequenceFixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;857;406;1263;10000;GPT-4o-mini
YouTube_listVideos;232;daikon.inv.unary.stringsequence.SequenceFixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.stringsequence.SequenceFixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;901;381;1282;10000;GPT-4o-mini
YouTube_listVideos;233;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;768;502;1270;10000;GPT-4o-mini
YouTube_listVideos;234;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;FP;FN;0.95;723;447;1170;10000;GPT-4o-mini
YouTube_listVideos;235;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;665;331;996;10000;GPT-4o-mini
YouTube_listVideos;236;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;812;448;1260;10000;GPT-4o-mini
YouTube_listVideos;237;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;Specific formats;YouTube_listVideos-daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;838;342;1180;10000;GPT-4o-mini
YouTube_listVideos;238;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;811;432;1243;10000;GPT-4o-mini
YouTube_listVideos;239;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;Specific formats;YouTube_listVideos-daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;YouTube_listVideos-Specific formats;TP;FP;FN;0.95;837;388;1225;10000;GPT-4o-mini
YouTube_listVideos;240;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.85;808;438;1246;10000;GPT-4o-mini
YouTube_listVideos;241;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;Specific formats;YouTube_listVideos-daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;834;398;1232;10000;GPT-4o-mini
YouTube_listVideos;242;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;FP;FN;0.85;710;462;1172;10000;GPT-4o-mini
YouTube_listVideos;243;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;FP;FN;0.95;717;359;1076;10000;GPT-4o-mini
YouTube_listVideos;244;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;799;369;1168;10000;GPT-4o-mini
YouTube_listVideos;245;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;Specific formats;YouTube_listVideos-daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;825;373;1198;10000;GPT-4o-mini
YouTube_listVideos;246;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;FP;FN;0.9;731;388;1119;10000;GPT-4o-mini
YouTube_listVideos;247;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;FP;FN;0.85;825;364;1189;10000;GPT-4o-mini
YouTube_listVideos;248;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;FP;FP;TN;0.95;732;431;1163;50;GPT-4o-mini
YouTube_listVideos;249;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;804;431;1235;10000;GPT-4o-mini
YouTube_listVideos;250;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;Specific formats;YouTube_listVideos-daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;830;442;1272;10000;GPT-4o-mini
YouTube_listVideos;251;daikon.inv.unary.string.IsUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;876;442;1318;10000;GPT-4o-mini
YouTube_listVideos;252;daikon.inv.unary.string.IsUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;884;361;1245;10000;GPT-4o-mini
YouTube_listVideos;253;daikon.inv.unary.string.IsUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;890;403;1293;10000;GPT-4o-mini
YouTube_listVideos;254;daikon.inv.unary.string.IsUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;883;370;1253;10000;GPT-4o-mini
YouTube_listVideos;255;daikon.inv.unary.string.IsUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;885;388;1273;10000;GPT-4o-mini
YouTube_listVideos;256;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;FP;FN;0.85;730;340;1070;10000;GPT-4o-mini
YouTube_listVideos;257;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;FP;FP;TN;0.9;704;458;1162;10000;GPT-4o-mini
YouTube_listVideos;258;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;FP;FN;0.7;698;444;1142;10000;GPT-4o-mini
YouTube_listVideos;259;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;741;354;1095;10000;GPT-4o-mini
YouTube_listVideos;260;daikon.inv.unary.string.IsNumeric;Specific formats;YouTube_listVideos-daikon.inv.unary.string.IsNumeric;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;734;397;1131;10000;GPT-4o-mini
YouTube_listVideos;261;daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;Specific formats;YouTube_listVideos-daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;867;371;1238;10000;GPT-4o-mini
YouTube_listVideos;262;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;706;444;1150;10000;GPT-4o-mini
YouTube_listVideos;263;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;965;408;1373;10000;GPT-4o-mini
YouTube_listVideos;264;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;984;391;1375;10000;GPT-4o-mini
YouTube_listVideos;265;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;977;329;1306;10000;GPT-4o-mini
YouTube_listVideos;266;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;968;471;1439;10000;GPT-4o-mini
YouTube_listVideos;267;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;976;411;1387;10000;GPT-4o-mini
YouTube_listVideos;268;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.95;694;396;1090;10000;GPT-4o-mini
YouTube_listVideos;269;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;TP;TP;TP;0.9;701;488;1189;10000;GPT-4o-mini
YouTube_listVideos;270;daikon.inv.binary.twoString.StdString$SubString;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StdString$SubString;YouTube_listVideos-String comparisons;FP;FP;TN;0.9;750;455;1205;100;GPT-4o-mini
YouTube_listVideos;271;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.85;745;410;1155;10000;GPT-4o-mini
YouTube_listVideos;272;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;651;274;925;10000;GPT-4o-mini
YouTube_listVideos;273;daikon.inv.unary.string.FixedLengthString;Specific formats;YouTube_listVideos-daikon.inv.unary.string.FixedLengthString;YouTube_listVideos-Specific formats;TP;TP;TP;0.95;698;333;1031;10000;GPT-4o-mini
YouTube_listVideos;274;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;895;486;1381;100;GPT-4o-mini
YouTube_listVideos;275;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.7;760;385;1145;100;GPT-4o-mini
YouTube_listVideos;276;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;FP;FN;0.95;793;305;1098;10000;GPT-4o-mini
YouTube_listVideos;277;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;FP;FP;TN;0.8;825;434;1259;100;GPT-4o-mini
YouTube_listVideos;278;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;955;456;1411;1000;GPT-4o-mini
YouTube_listVideos;279;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterEqual;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.95;957;434;1391;1000;GPT-4o-mini
YouTube_listVideos;280;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;872;445;1317;10000;GPT-4o-mini
YouTube_listVideos;281;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.95;872;448;1320;1000;GPT-4o-mini
YouTube_listVideos;282;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.85;808;483;1291;1000;GPT-4o-mini
YouTube_listVideos;283;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.95;803;448;1251;500;GPT-4o-mini
YouTube_listVideos;284;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;909;565;1474;10000;GPT-4o-mini
YouTube_listVideos;285;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;980;508;1488;100;GPT-4o-mini
YouTube_listVideos;286;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;1004;488;1492;10000;GPT-4o-mini
YouTube_listVideos;287;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;980;444;1424;100;GPT-4o-mini
YouTube_listVideos;288;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;927;505;1432;10000;GPT-4o-mini
YouTube_listVideos;289;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;980;502;1482;100;GPT-4o-mini
YouTube_listVideos;290;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;966;535;1501;10000;GPT-4o-mini
YouTube_listVideos;291;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;980;536;1516;100;GPT-4o-mini
YouTube_listVideos;292;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.8;979;512;1491;10000;GPT-4o-mini
YouTube_listVideos;293;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;963;580;1543;100;GPT-4o-mini
YouTube_listVideos;294;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.85;972;508;1480;10000;GPT-4o-mini
YouTube_listVideos;295;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.95;948;490;1438;10000;GPT-4o-mini
YouTube_listVideos;296;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.NumericInt$Divides;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;980;446;1426;100;GPT-4o-mini
